Timestamp,Solar_Generation_kW,Home_Load_kW,Tesla_Charger_kW,Battery_Charge_kWh,Battery_Discharge_kW,Grid_Import_kW,Grid_Export_kW
2025-04-01 00:00:00,0.0,1.58,0.0,1.92,1.58,0,0
2025-04-01 01:00:00,0.0,1.55,0.0,0.37,1.55,0,0
2025-04-01 02:00:00,0.0,1.69,0.0,0.0,0.37,1.32,0
2025-04-01 03:00:00,0.0,1.63,0.0,0.0,0.0,1.63,0
2025-04-01 04:00:00,0.0,1.47,0.0,0.0,0.0,1.47,0
2025-04-01 05:00:00,0.0,1.68,0.0,0.0,0.0,1.68,0
2025-04-01 06:00:00,0.0,1.45,0.0,0.0,0.0,1.45,0
2025-04-01 07:00:00,1.68,1.93,0.0,0.0,0.0,0.25,0
2025-04-01 08:00:00,3.25,1.92,0.0,1.33,0.0,0.25,1.33
2025-04-01 09:00:00,4.6,1.36,0.0,4.57,0.0,0.25,1.91
2025-04-01 10:00:00,5.63,1.61,0.0,7.0,0.0,0.25,0
2025-04-01 11:00:00,6.28,1.47,0.0,7.0,0.0,0.25,0
2025-04-01 12:00:00,6.5,1.88,0.0,7.0,0.0,0.25,0
2025-04-01 13:00:00,6.28,1.47,0.0,7.0,0.0,0.25,0
2025-04-01 14:00:00,5.63,1.35,0.0,7.0,0.0,0.25,0
2025-04-01 15:00:00,4.6,1.62,0.0,7.0,0.0,0.25,0
2025-04-01 16:00:00,3.25,1.37,0.0,7.0,0.0,0.25,0
2025-04-01 17:00:00,1.68,1.45,0.0,7.0,0.0,0.25,0
2025-04-01 18:00:00,0.0,1.99,0.0,5.01,1.99,0,0
2025-04-01 19:00:00,0.0,2.06,7.7,3.01,2.0,7.76,0
2025-04-01 20:00:00,0.0,1.42,0.0,1.59,1.42,0,0
2025-04-01 21:00:00,0.0,1.45,0.0,0.14,1.45,0,0
2025-04-01 22:00:00,0.0,1.61,0.0,0.0,0.14,1.47,0
2025-04-01 23:00:00,0.0,1.52,0.0,0.0,0.0,1.52,0
