Timestamp,Solar_Generation_kW,Home_Load_kW,Tesla_Charger_kW,Battery_Charge_kWh,Battery_Discharge_kW,Grid_Import_kW,Grid_Export_kW
2025-04-01 00:00:00,0.0,4.551453315914566,7.7,1.5390843790914934,1.38,0,0
2025-04-01 01:00:00,0.0,3.641255040931673,7.7,0.5,1.52,0,0
2025-04-01 02:00:00,0.0,4.620762022015784,7.7,0.5,0.6,0.8,0
2025-04-01 03:00:00,0.0,4.188276818532296,7.7,0.5,0.0,1.43,0
2025-04-01 04:00:00,0.0,4.008281227512288,7.7,0.5,0.0,1.56,0
2025-04-01 05:00:00,0.0,4.745291701936905,7.7,0.5,0.0,1.39,0
2025-04-01 06:00:00,0.0,4.007957952515763,7.7,0.5,0.0,1.44,0
2025-04-01 07:00:00,1.68,3.5129090179691467,7.7,0.5,0.0,0.27,0
2025-04-01 08:00:00,3.25,4.299658658591624,7.7,0.5,0.0,0.27,1.18
2025-04-01 09:00:00,4.6,4.816398202238911,7.7,3.662927046324518,0.0,0.27,1.95
2025-04-01 10:00:00,5.63,4.035334901795832,7.7,6.277356369742384,0.0,0.27,0
2025-04-01 11:00:00,6.28,4.161491178499988,7.7,6.010696596586315,0.0,0.27,0
2025-04-01 12:00:00,6.5,4.556909370750327,7.7,6.294959907260797,0.0,0.27,0
2025-04-01 13:00:00,6.28,3.800135563756777,7.7,6.401959252943922,0.0,0.27,0
2025-04-01 14:00:00,5.63,3.9608703048408094,7.7,6.469359153686501,0.0,0.27,0
2025-04-01 15:00:00,4.6,4.324596564996684,7.7,6.417569361265874,0.0,0.27,0
2025-04-01 16:00:00,3.25,4.5228891935062006,7.7,6.216380709800702,0.0,0.27,0
2025-04-01 17:00:00,1.68,3.6311563013663033,7.7,6.104981727284601,0.0,0.27,0
2025-04-01 18:00:00,0.0,4.766477960028384,7.7,4.152874893530618,1.98,0,0
2025-04-01 19:00:00,0.0,4.259135698709341,7.7,2.2478515537289385,1.82,0,0
2025-04-01 20:00:00,0.0,4.428315567866294,7.7,1.2716227916559484,1.4,0,0
2025-04-01 21:00:00,0.0,4.8030364249660025,7.7,0.5,1.8,7.28,0
2025-04-01 22:00:00,0.0,3.677391284485255,7.7,0.5,0.0,1.39,0
2025-04-01 23:00:00,0.0,4.960604338366809,7.7,0.5,0.0,1.61,0
