Timestamp,Solar_Generation_kW,Home_Load_kW,Tesla_Charger_kW,Battery_Charge_kWh,Battery_Discharge_kW,Grid_Import_kW,Grid_Export_kW
2025-04-01 00:00:00,2.5409295341740172,1.7,0.0,1.8602083467789152,1.7,0,0
2025-04-01 01:00:00,2.2395181837227094,2.02,0.0,0.0,1.8,0.22,0
2025-04-01 02:00:00,2.3736688562437522,1.58,0.0,0.0,0.0,1.58,0
2025-04-01 03:00:00,2.989992234207745,1.79,0.0,0.0,0.0,1.79,0
2025-04-01 04:00:00,2.7542914971482624,1.76,0.0,0.0,0.0,1.76,0
2025-04-01 05:00:00,1.6752441317166853,1.91,0.0,0.0,0.0,1.91,0
2025-04-01 06:00:00,0.0,1.78,0.0,0.0,0.0,1.78,0
2025-04-01 07:00:00,0.665511367406961,2.63,0.0,0.0,0.0,1.62,0
2025-04-01 08:00:00,1.6358870211075218,2.13,0.0,0.0,0.0,0.63,0
2025-04-01 09:00:00,3.424063438671505,1.67,0.0,1.3331913188347106,0.0,0.63,1.28
2025-04-01 10:00:00,2.526301729785266,1.57,0.0,2.495916401517585,0.0,0.63,0
2025-04-01 11:00:00,3.182753201870465,1.75,0.0,4.171461171592775,0.0,0.63,0
2025-04-01 12:00:00,3.191144717780239,2.18,0.0,5.189912038577703,0.0,0.63,0
2025-04-01 13:00:00,3.4179811273031837,1.7,0.0,7.071138682561418,0.0,0.63,0
2025-04-01 14:00:00,2.9861285129482598,1.94,0.0,5.808444996519373,0.0,0.63,0
2025-04-01 15:00:00,3.4348192438506095,1.67,0.0,5.525274191863013,0.0,0.63,0
2025-04-01 16:00:00,1.638330358437574,1.97,0.0,7.184125670964874,0.0,0.63,0
2025-04-01 17:00:00,1.4119797911938954,1.76,7.7,5.401455795591904,2.0,6.32,0
2025-04-01 18:00:00,0.0,2.24,7.7,3.784656330308067,2.0,7.94,0
2025-04-01 19:00:00,0.0,2.27,0.0,1.2440726525096413,2.0,0.27,0
2025-04-01 20:00:00,2.916588961314183,1.75,0.0,0.0,1.0,0.75,0
2025-04-01 21:00:00,1.9649425745739908,1.57,0.0,0.0,0.0,1.57,0
2025-04-01 22:00:00,2.86625477547181,1.64,0.0,0.0,0.0,1.64,0
2025-04-01 23:00:00,2.5281410722529305,1.81,0.0,0.0,0.0,1.81,0
