Timestamp,Solar_Generation_kW,Home_Load_kW,Tesla_Charger_kW,Battery_Charge_kWh,Battery_Discharge_kW,Grid_Import_kW,Grid_Export_kW
2025-04-01 00:00:00,0.0,1.45,0.0,2.05,1.45,0,0
2025-04-01 01:00:00,0.0,1.48,0.0,0.57,1.48,0,0
2025-04-01 02:00:00,0.0,1.55,0.0,0.0,0.57,0.98,0
2025-04-01 03:00:00,0.0,1.64,0.0,0.0,0.0,1.64,0
2025-04-01 04:00:00,0.0,1.5,0.0,0.0,0.0,1.5,0
2025-04-01 05:00:00,0.0,1.75,0.0,0.0,0.0,1.75,0
2025-04-01 06:00:00,0.0,1.49,0.0,0.0,0.0,1.49,0
2025-04-01 07:00:00,1.68,1.92,0.0,0.0,0.0,0.24,0
2025-04-01 08:00:00,0.0,1.95,0.0,0.0,0.0,0.24,1.3
2025-04-01 09:00:00,4.6,1.33,0.0,4.57,0.0,0.24,1.97
2025-04-01 15:00:00,4.6,1.38,0.0,7.0,0.0,1.09,0
2025-04-01 16:00:00,3.25,1.43,0.0,7.0,0.0,1.09,0
2025-04-01 17:00:00,1.68,1.44,0.0,7.0,0.0,1.09,0
2025-04-01 21:00:00,0.0,1.44,0.0,0.0,1.0,0.44,0
2025-04-01 22:00:00,0.0,1.58,7.7,0.0,0.0,9.28,0
2025-04-01 23:00:00,0.0,1.46,0.0,0.0,0.0,1.46,0
