Timestamp,Solar_Generation_kW,Home_Load_kW,Tesla_Charger_kW,Battery_Charge_kWh,Battery_Discharge_kW,Grid_Import_kW,Grid_Export_kW
2025-04-01 00:00:00,0.0,1.51,0.0,1.99,1.51,0,0.0
2025-04-01 01:00:00,0.0,1.53,0.0,0.46,1.53,-4.174218988589166,0
2025-04-01 02:00:00,0.0,1.46,0.0,0.0,0.46,1.0,0.0
2025-04-01 03:00:00,0.0,1.57,0.0,0.0,0.0,-4.533867160303341,0
2025-04-01 04:00:00,0.0,1.65,0.0,0.0,0.0,-4.467203502136419,0
2025-04-01 05:00:00,0.0,1.58,0.0,0.0,0.0,-1.0754597050331114,0
2025-04-01 06:00:00,0.0,1.47,0.0,0.0,0.0,-4.920844090412905,0
2025-04-01 07:00:00,1.68,2.06,0.0,0.0,0.0,1.7837389284518963,0
2025-04-01 08:00:00,3.25,1.71,0.0,1.54,0.0,2.494847246155832,1.54
2025-04-01 09:00:00,4.6,1.5,0.0,4.64,0.0,-3.897382130651832,1.56
2025-04-01 10:00:00,5.63,1.47,0.0,7.0,0.0,-2.2355396531199982,0
2025-04-01 11:00:00,6.28,1.48,0.0,7.0,0.0,0.38,0.0
2025-04-01 12:00:00,6.5,2.01,0.0,7.0,0.0,-1.4693659746937775,0
2025-04-01 13:00:00,6.28,1.4,0.0,7.0,0.0,0.38,0.0
2025-04-01 14:00:00,5.63,1.4,0.0,7.0,0.0,-3.08367732340415,0
2025-04-01 15:00:00,4.6,1.49,0.0,7.0,0.0,-1.5386323221429654,0
2025-04-01 16:00:00,3.25,1.48,0.0,7.0,0.0,2.51190209587268,0
2025-04-01 17:00:00,1.68,1.34,7.7,5.0,2.0,-2.723783436978747,0
2025-04-01 18:00:00,0.0,1.86,7.7,3.0,2.0,7.56,0.0
2025-04-01 19:00:00,0.0,1.7,7.7,1.0,2.0,38.95133330182619,0
2025-04-01 20:00:00,0.0,1.54,0.0,0.0,1.0,-2.029975988006945,0
2025-04-01 21:00:00,0.0,1.55,0.0,0.0,0.0,-4.736014828121257,0
2025-04-01 22:00:00,0.0,1.36,7.7,0.0,0.0,46.032946866764625,0
2025-04-01 23:00:00,0.0,1.46,0.0,0.0,0.0,-2.393371502100921,0
