Timestamp,Solar_Generation_kW,Home_Load_kW,Tesla_Charger_kW,Battery_Charge_kWh,Battery_Discharge_kW,Grid_Import_kW,Grid_Export_kW
2025-04-01 00:00:00,0.0,3.6117719708102047,7.7,1.2865120463274478,1.64,0,0
2025-04-01 01:00:00,0.0,4.045528273842374,7.7,0.5,1.64,0,0
2025-04-01 02:00:00,0.0,4.413185310880046,7.7,0.5,0.22,1.26,0
2025-04-01 03:00:00,0.0,4.1037544228092475,7.7,0.5,0.0,1.6,0
2025-04-01 04:00:00,0.0,4.2739316869655894,7.7,0.5,0.0,1.64,0
2025-04-01 05:00:00,0.0,4.5505274256395225,7.7,0.5,0.0,1.46,0
2025-04-01 06:00:00,0.0,4.712872638322853,7.7,0.5,0.0,1.33,0
2025-04-01 07:00:00,1.68,4.194699033032215,7.7,0.5,0.0,1.33,0.24
2025-04-01 08:00:00,3.25,3.617340338445222,7.7,1.534520384090259,0.0,1.33,1.64
2025-04-01 09:00:00,4.6,3.663840543305608,7.7,4.588981860897904,0.0,1.33,0.88
2025-04-01 10:00:00,5.63,3.69357553728501,7.7,6.4040550427477445,0.0,1.33,0
2025-04-01 11:00:00,6.28,3.675593234640416,7.7,4.148529616784899,2.0,0.91,0
2025-04-01 12:00:00,6.5,4.882159796510843,7.7,2.195738037699113,2.0,0.7,0
2025-04-01 13:00:00,6.28,4.994469122329457,7.7,0.5,2.0,0.74,0
2025-04-01 14:00:00,5.63,4.719997592217805,7.7,4.664481389760757,0.0,0.74,3.19
2025-04-01 15:00:00,4.6,3.685211005640318,7.7,6.041994455284728,0.0,0.74,0
2025-04-01 16:00:00,3.25,4.612544051115384,7.7,6.094360073800166,0.0,0.74,0
2025-04-01 17:00:00,1.68,4.992332587103482,7.7,6.139245133384488,0.0,0.74,0
2025-04-01 18:00:00,0.0,3.8233418409902846,7.7,4.119026398848319,2.0,7.27,0
2025-04-01 19:00:00,0.0,4.539484764052178,7.7,2.400669250914688,2.0,7.23,0
2025-04-01 20:00:00,0.0,4.039686354387576,7.7,0.8153445932070167,1.67,0,0
2025-04-01 21:00:00,0.0,3.691195406357097,7.7,0.5,1.33,0.09,0
2025-04-01 22:00:00,0.0,4.611235193334645,7.7,0.5,0.0,1.6,0
2025-04-01 23:00:00,0.0,4.418250335453958,7.7,0.5,0.0,1.42,0
