Timestamp,Solar_Generation_kW,Home_Load_kW,Tesla_Charger_kW,Battery_Charge_kWh,Battery_Discharge_kW,Grid_Import_kW,Grid_Export_kW
2025-04-01 00:00:00,0.0,1.96,0.0,1.54,1.96,0,0
2025-04-01 01:00:00,0.0,1.1,0.0,0.44,1.1,0,0
2025-04-01 02:00:00,0.0,1.44,0.0,0.0,0.44,1.0,0
2025-04-01 03:00:00,0.0,1.07,0.0,0.0,0.0,1.07,0
2025-04-01 04:00:00,0.0,1.78,0.0,0.0,0.0,1.78,0
2025-04-01 05:00:00,0.0,1.46,0.0,0.0,0.0,1.46,0
2025-04-01 06:00:00,0.0,1.55,0.0,0.0,0.0,1.55,0
2025-04-01 08:00:00,5.08,1.61,0.0,5.21,0.0,1.55,1.73
2025-04-01 10:00:00,6.34,1.87,0.0,7.0,0.0,1.55,0
2025-04-01 11:00:00,5.08,1.55,7.7,5.0,2.0,2.17,0
2025-04-01 12:00:00,2.82,1.95,7.7,3.0,2.0,4.83,0
2025-04-01 13:00:00,0.0,1.74,7.7,1.0,2.0,7.44,0
2025-04-01 14:00:00,0.0,1.38,0.0,0.0,1.0,0.38,0
2025-04-01 15:00:00,0.0,1.52,0.0,0.0,0.0,1.52,0
2025-04-01 17:00:00,0.0,1.23,0.0,0.0,0.0,1.23,0
2025-04-01 18:00:00,0.0,1.5,7.7,0.0,0.0,9.2,0
2025-04-01 19:00:00,0.0,1.2,7.7,0.0,0.0,8.9,0
2025-04-01 20:00:00,0.0,1.34,0.0,0.0,0.0,1.34,0
2025-04-01 21:00:00,2.82,1.87,0.0,0.95,0.0,1.34,0.95
2025-04-01 22:00:00,5.08,1.76,0.0,4.27,0.0,1.34,2.37
2025-04-01 23:00:00,6.34,1.86,0.0,7.0,0.0,1.34,0.21
