Timestamp,Solar_Generation_kW,Home_Load_kW,Tesla_Charger_kW,Battery_Charge_kWh,Battery_Discharge_kW,Grid_Import_kW,Grid_Export_kW
2025-04-01 00:00:00,0.0,1.880176343581827,1.5569624172163063,2.23,1.27,0,0
2025-04-01 01:00:00,0.0,2.285479442512298,1.0897448618968237,0.58,1.66,0,0
2025-04-01 02:00:00,0.0,2.1184922385081237,1.298373337827481,0.0,0.58,0.57,0
2025-04-01 03:00:00,0.0,2.5965981855146887,1.7657663982958987,0.0,0.0,1.97,0
2025-04-01 04:00:00,0.0,2.2916386732416028,1.6437533819074386,0.0,0.0,1.76,0
2025-04-01 05:00:00,0.0,2.3301372926535637,1.723889638064977,0.0,0.0,1.49,0
2025-04-01 06:00:00,0.0,2.55504755450161,1.533415968525152,0.0,0.0,1.83,0
2025-04-01 07:00:00,2.82,2.7189662820852587,1.9134601375158722,0.86,0.0,1.83,0.86
2025-04-01 08:00:00,5.08,2.587375907044624,1.5559408292554564,3.96,0.0,1.83,2.25
2025-04-01 09:00:00,6.34,2.0263299448942127,1.461547586134392,7.0,0.0,1.83,0.96
2025-04-01 10:00:00,6.34,1.7782274948226569,1.4092784973157226,7.0,0.0,1.83,0
2025-04-01 11:00:00,5.08,2.08630878176013,8.880949277041521,5.0,2.0,1.8,0
2025-04-01 12:00:00,2.82,2.5571676247071675,9.252322864486505,3.0,2.0,4.77,0
2025-04-01 13:00:00,0.0,2.5945469232237155,9.392588524338866,1.0,2.0,7.49,0
2025-04-01 14:00:00,0.0,2.5465622980753633,1.3579228099881364,0.0,1.0,0.67,0
2025-04-01 15:00:00,0.0,2.700730603591609,1.1302898676345046,0.0,0.0,1.75,0
2025-04-01 16:00:00,0.0,2.569272386759766,1.6110568311723223,0.0,0.0,1.59,0
2025-04-01 17:00:00,0.0,2.169032359778197,1.4142084587960189,0.0,0.0,1.37,0
2025-04-01 18:00:00,0.0,2.2896334268746323,9.172564771067334,0.0,0.0,9.17,0
2025-04-01 19:00:00,0.0,2.687323248119573,9.559847273275283,0.0,0.0,9.68,0
2025-04-01 20:00:00,0.0,2.534553203794706,1.083651300904061,0.0,0.0,1.58,0
2025-04-01 21:00:00,2.82,2.1451932006051724,1.595186959601758,1.34,0.0,1.58,1.34
2025-04-01 22:00:00,5.08,2.0006132515925947,1.5241032278868007,5.22,0.0,1.58,2.54
2025-04-01 23:00:00,6.34,2.3791223733246762,1.5992107676035672,7.0,0.0,1.58,0
