Timestamp,Solar_Generation_kW,Home_Load_kW,Tesla_Charger_kW,Battery_Charge_kWh,Battery_Discharge_kW,Grid_Import_kW,Grid_Export_kW
2025-04-01 00:00:00,0.0,1.92,0.0,1.58,1.92,0,0
2025-04-01 01:00:00,0.0,1.22,0.0,0.36,1.22,0,0
2025-04-01 02:00:00,0.0,1.38,0.0,0.0,0.36,1.02,0
2025-04-01 03:00:00,0.0,1.78,0.0,0.0,0.0,1.78,0
2025-04-01 04:00:00,0.0,1.76,0.0,0.0,0.0,1.76,0
2025-04-01 05:00:00,0.0,1.83,0.0,0.0,0.0,1.83,0
2025-04-01 06:00:00,0.0,1.11,0.0,0.0,0.0,1.11,0
2025-04-01 07:00:00,2.82,1.83,0.0,0.99,0.0,1.11,0.99
2025-04-01 08:00:00,5.08,1.82,0.0,4.25,0.0,1.11,2.27
2025-04-01 09:00:00,6.34,1.09,0.0,7.0,0.0,1.11,1.0
2025-04-01 10:00:00,6.34,1.25,0.0,7.0,0.0,1.11,0
2025-04-01 11:00:00,5.08,1.24,7.7,5.0,2.0,1.86,0
2025-04-01 12:00:00,2.82,1.64,7.7,3.0,2.0,4.52,0
2025-04-01 13:00:00,0.0,1.7,7.7,1.0,2.0,7.4,0
2025-04-01 14:00:00,0.0,1.82,0.0,0.0,1.0,0.82,0
2025-04-01 15:00:00,0.0,1.67,0.0,0.0,0.0,1.67,0
2025-04-01 16:00:00,0.0,1.46,0.0,0.0,0.0,1.46,0
2025-04-01 17:00:00,0.0,1.33,0.0,0.0,0.0,1.33,0
2025-04-01 18:00:00,0.0,1.67,7.7,0.0,0.0,9.37,0
2025-04-01 19:00:00,0.0,1.04,7.7,0.0,0.0,8.74,0
2025-04-01 20:00:00,0.0,1.41,0.0,0.0,0.0,1.41,0
2025-04-01 21:00:00,2.82,1.22,0.0,1.6,0.0,1.41,1.6
2025-04-01 22:00:00,5.08,1.68,0.0,5.01,0.0,1.41,1.8
2025-04-01 23:00:00,6.34,1.76,0.0,7.0,0.0,1.41,0
